year,month,rank,title,views
2015,7,45,Joanna Przetakiewicz,42718
2015,7,48,Robert M,41556
2015,7,198,Lista odcinków serialu Świat według Kiepskich,23964
2015,7,238,Tadeusz Szymków,22546
2015,7,243,Reprezentacja Polski w piłce nożnej,22346
2015,7,273,Ciasteczko,21328
2015,7,309,Bracia Figo Fagot,19555
2015,7,321,Krzysztof Kruszewski,19141
2015,7,366,Sebastian Riedel,18104
2015,7,522,Kali (raper),15191
2015,7,547,Kabaret Limo,14888
2015,7,597,Kabaret Ani Mru-Mru,14288
2015,7,624,Wykaz ras psów agresywnych,14080
2015,7,626,Firma (zespół muzyczny),14065
2015,7,661,Ewa Błachnio,13650
2015,7,750,Lista odcinków serialu Miodowe lata,12813
2015,7,763,Wykaz środków odurzających i substancji psychotropowych,12736
2015,7,813,Polska Klasyfikacja Działalności,12329
2015,7,936,Stefan Pawłowski,11548
2015,8,28,Tadeusz Szymków,59378
2015,8,62,Andrzej Radomski,40315
2015,8,83,Barbara Szcześniak,35975
2015,8,87,Joanna Przetakiewicz,35478
2015,8,198,Lista odcinków serialu Świat według Kiepskich,25474
2015,8,235,Jacek Zieliński (muzyk),23434
2015,8,288,Reprezentacja Polski w piłce nożnej,20984
2015,8,299,Robert M,20736
2015,8,319,Ciasteczko,20158
2015,8,448,Oddział Zamknięty,17063
2015,8,491,Piotr Kuryło,16377
2015,8,557,Polska Klasyfikacja Działalności,15524
2015,8,572,Wykaz ras psów agresywnych,15401
2015,8,600,Linia kolejowa nr 250,15099
2015,8,603,Kabaret Limo,15069
2015,8,607,Anna Wesołowska,15032
2015,8,691,Bracia Figo Fagot,14172
2015,8,752,Kali (raper),13510
2015,8,780,Robert Kantereit,13225
2015,8,849,Referendum ogólnokrajowe,12765
2015,8,860,Marek Przybylik,12668
2015,8,864,Lista odcinków serialu Miodowe lata,12633
2015,8,899,Anna Kalczyńska,12367
2015,8,914,Poparzeni Kawą Trzy,12297
2015,8,923,Przełomowe bitwy w historii świata,12259
2015,8,940,Pierwsza miłość,12167
2015,9,40,Reprezentacja Polski w piłce nożnej,60095
2015,9,124,Maria Sadowska,37680
2015,9,231,Tadeusz Szymków,28356
2015,9,288,Lista odcinków serialu Świat według Kiepskich,26058
2015,9,318,Dzień Edukacji Narodowej,24521
2015,9,325,Rinke Rooyens,24206
2015,9,364,Pierwsza miłość,23033
2015,9,423,Aleksander Milwiw-Baron,21528
2015,9,436,Linia kolejowa nr 250,21153
2015,9,456,Referendum ogólnokrajowe,20676
2015,9,673,Iloczyn,16922
2015,9,780,Poparzeni Kawą Trzy,15682
2015,10,20,Reprezentacja Polski w piłce nożnej,105457
2015,10,25,Dzień Edukacji Narodowej,100114
2015,10,92,Okręgi wyborcze do Sejmu Rzeczypospolitej Polskiej,46411
2015,10,138,KORWiN,37917
2015,10,157,Maria Sadowska,35926
2015,10,162,Aleksander Milwiw-Baron,35689
2015,10,233,Diana Rudnik,30800
2015,10,293,Lista odcinków serialu Świat według Kiepskich,28157
2015,10,496,Pierwsza miłość,20929
2015,10,595,Ciasteczko,19304
2015,10,813,Poparzeni Kawą Trzy,16625
2015,10,830,Linia kolejowa nr 250,16440
2015,10,848,Rinke Rooyens,16274
2015,10,892,Iloczyn,15822
2015,10,938,Finansowanie partii politycznych w Polsce,15464
2015,10,949,Kamienie na szaniec,15402
2015,11,61,Reprezentacja Polski w piłce nożnej,69692
2015,11,64,Trybunał Konstytucyjny,68683
2015,11,205,Maria Sadowska,35830
2015,11,222,Linia kolejowa nr 250,34586
2015,11,278,Aleksander Milwiw-Baron,31479
2015,11,320,Afera gruntowa,29462
2015,11,331,Lista odcinków serialu Świat według Kiepskich,29056
2015,11,346,Tomasz Barański,28565
2015,11,596,Maria Teresa Kiszczak,21295
2015,11,686,Grzyby chronione w Polsce,19771
2015,11,726,Choroby genetyczne,19321
2015,11,749,Pierwsza miłość,18983
2015,11,901,Poparzeni Kawą Trzy,16937
2015,11,983,Dni wolne od pracy w Polsce,16236
2015,11,985,Lista Macierewicza,16231
2016,1,108,Trybunał Konstytucyjny,49896
2016,1,162,Danuta Holecka,41348
2016,1,242,Lista odcinków serialu Świat według Kiepskich,35344
2016,1,287,Reprezentacja Polski w piłce nożnej,32736
2016,1,403,Kamil Dąbrowa,27547
2016,1,424,Diana Rudnik,26894
2016,1,489,Anna Kalczyńska,25329
2016,1,491,Andrzej Banasiak,25301
2016,1,526,Pierwsza miłość,24381
2016,1,623,Poparzeni Kawą Trzy,22553
2016,1,627,Kali (raper),22514
2016,1,637,Piłka ręczna na Letnich Igrzyskach Olimpijskich 2016 – światowe turnieje kwalifikacyjne,22274
2016,1,768,Kontynentalne kwalifikacje w piłce siatkowej mężczyzn do Letnich Igrzysk Olimpijskich 2016,20459
2016,1,783,Linia kolejowa nr 250,20292
2016,1,856,Wykaz ras psów agresywnych,19349
2016,2,26,Maria Teresa Kiszczak,87967
2016,2,207,Lista odcinków serialu Świat według Kiepskich,33438
2016,2,327,Reprezentacja Polski w piłce nożnej,26786
2016,2,331,Krystyna Loska,26681
2016,2,388,Jerzy Błaszczyk,24673
2016,2,426,Pierwsza miłość,23381
2016,2,436,Lista Macierewicza,23110
2016,2,451,Pitbull. Nowe porządki,22835
2016,2,495,Strzelanina w Magdalence,21860
2016,2,658,Wacław Berczyński,19092
2016,2,667,Kali (raper),18937
2016,2,700,SB a Lech Wałęsa. Przyczynek do biografii,18307
2016,2,819,Zabójstwo małżeństwa Jaroszewiczów,17066
2016,2,852,Michał Jagiełło,16796
2016,2,855,Wykaz ras psów agresywnych,16760
2016,2,871,Andrzej Banasiak,16568
2016,2,900,Trybunał Konstytucyjny,16302
2016,2,905,Edward Miszczak,16268
2016,2,959,Maciej Nowak,15697
2016,3,55,Trybunał Konstytucyjny,69096
2016,3,66,Reprezentacja Polski w piłce nożnej,64673
2016,3,198,Lista odcinków serialu Świat według Kiepskich,36478
2016,3,291,Anna Dąbrowska,30453
2016,3,303,Jerzy Grzechnik,29643
2016,3,340,Jerzy Błaszczyk,28128
2016,3,369,Pierwsza miłość,26947
2016,3,454,Wykaz ras psów agresywnych,24624
2016,3,511,Linia kolejowa nr 250,23289
2016,3,546,Krzysztof Zalewski,22496
2016,3,608,Karol Bedorf,21550
2016,3,680,Witold Roland,20213
2016,3,737,Joka,19153
2016,3,851,Dorota Szelągowska,17925
2016,3,864,Krajowe Eliminacje do Konkursu Piosenki Eurowizji 2016,17741
2016,5,4,Maria Czubaszek,283385
2016,5,58,Reprezentacja Polski w piłce nożnej,58515
2016,5,98,Krystian Rempała,48074
2016,5,136,Aziz Karaoglu,41083
2016,5,191,Dorota Szelągowska,34480
2016,5,243,Jolanta Czaplińska,31152
2016,5,300,Lista odcinków serialu Świat według Kiepskich,28327
2016,5,327,Lotto (gra liczbowa),26920
2016,5,365,Andrzej Banasiak,25573
2016,5,376,Jerzy Grzechnik,25130
2016,5,377,Trybunał Konstytucyjny,25101
2016,5,486,Witold Roland,22291
2016,5,519,Linia kolejowa nr 250,21249
2016,5,635,Święta katolickie w Polsce,18985
2016,5,787,Kali (raper),17272
2016,5,799,Pierwsza miłość,17179
2016,5,867,Jacek Janczarski,16489
2016,5,944,Ewa Błachnio,15888
2016,6,4,Reprezentacja Polski w piłce nożnej,397928
2016,6,170,Kortez,37217
2016,6,198,Jerzy Zimowski,33762
2016,6,416,Lista odcinków serialu Świat według Kiepskich,22185
2016,6,465,Linia kolejowa nr 250,20674
2016,6,555,Kataryna,19073
2016,6,708,Krystyna Loska,16874
2016,6,727,Trybunał Konstytucyjny,16516
2016,6,735,Krystian Rempała,16434
2016,6,751,Jan Tomaszewski,16229
2016,6,759,KęKę,16165
2016,6,781,Anna Dąbrowska,15817
2016,6,865,Maria Czubaszek,14954
2016,6,870,Dorota Szelągowska,14907
2016,7,16,Reprezentacja Polski w piłce nożnej,155712
2016,7,67,Jerzy Nasierowski,57221
2016,7,185,Linia kolejowa nr 250,31240
2016,7,270,Ewa Żukowska,25698
2016,7,281,Lista odcinków serialu Świat według Kiepskich,25218
2016,7,439,Podział administracyjny województwa lubelskiego,19922
2016,7,450,Andrzej Banasiak,19747
2016,7,600,Wykaz ras psów agresywnych,16672
2016,7,614,Daleko od szosy,16477
2016,7,620,Alan Andersz,16408
2016,7,621,Dorota Szelągowska,16399
2016,7,791,Pitbull. Nowe porządki,14435
2016,7,818,Olga Szomańska,14202
2016,9,66,Mariola Bojarska-Ferenc,52339
2016,9,78,Małgorzata Rozenek-Majdan,47362
2016,9,82,Olga Szomańska,46593
2016,9,93,Reprezentacja Polski w piłce nożnej,44489
2016,9,115,Linia kolejowa nr 250,39373
2016,9,139,Maria Sadowska,35850
2016,9,241,Leszek Stanek,28347
2016,9,267,KęKę,27467
2016,9,287,Lista odcinków serialu Świat według Kiepskich,26918
2016,9,293,Rinke Rooyens,26819
2016,9,300,Podział administracyjny województwa lubelskiego,26694
2016,9,312,Agnieszka Woźniak-Starak,26257
2016,9,316,Michał Żurawski,26084
2016,9,374,Ewa Błachnio,23642
2016,9,391,Pitbull. Nowe porządki,22983
2016,9,510,Pierwsza miłość,20454
2016,9,546,Dzień Edukacji Narodowej,19634
2016,9,571,Aleksander Milwiw-Baron,19141
2016,9,699,Joanna Przetakiewicz,17219
2016,9,706,Sound’n’Grace,17073
2016,9,720,Waldemar Goszcz,16864
2016,9,785,Zdzisław Marchwicki,16246
2016,9,939,Łukasz Jemioł,14716
2016,10,45,Dzień Edukacji Narodowej,72378
2016,10,46,Linia kolejowa nr 250,70914
2016,10,47,Leszek Stanek,70620
2016,10,48,Podział administracyjny województwa lubelskiego,70070
2016,10,116,Małgorzata Rozenek-Majdan,42507
2016,10,128,Michał Żurawski,40216
2016,10,174,Ewa Żukowska,35044
2016,10,194,Maria Sadowska,33724
2016,10,257,Olga Szomańska,29988
2016,10,293,Lista odcinków serialu Świat według Kiepskich,27980
2016,10,301,Strzelcy bramek dla reprezentacji Polski w piłce nożnej mężczyzn,27642
2016,10,367,Aleksander Milwiw-Baron,24898
2016,10,414,Pierwsza miłość,23857
2016,10,466,Łukasz Jemioł,22544
2016,10,553,Ewa Błachnio,20982
2016,10,577,Radzimir Dębski,20516
2016,10,588,Zdzisław Marchwicki,20361
2016,10,671,Rinke Rooyens,18897
2016,10,708,Trybunał Konstytucyjny,18383
2016,10,718,Andrzej Banasiak,18275
2016,10,912,Kortez,16474
2016,10,920,Pitbull. Nowe porządki,16440
2016,11,37,Zdzisław Marchwicki,88580
2016,11,80,Michał Żurawski,58467
2016,11,89,Sędzia-komisarz,54783
2016,11,140,Linia kolejowa nr 250,44465
2016,11,149,Leszek Stanek,43467
2016,11,184,Pitbull. Nowe porządki,38888
2016,11,198,Olga Szomańska,37637
2016,11,249,Maria Sadowska,34131
2016,11,295,Tomasz Oświeciński,30960
2016,11,299,Strzelcy bramek dla reprezentacji Polski w piłce nożnej mężczyzn,30798
2016,11,352,Małgorzata Rozenek-Majdan,27987
2016,11,443,Lista odcinków serialu Świat według Kiepskich,25335
2016,11,450,Pierwsza miłość,25181
2016,11,455,Romuald Cichoń,25013
2016,11,457,Podział administracyjny województwa lubelskiego,24910
2016,11,595,Marcin Pawłowski (dziennikarz),22104
2016,11,631,Neo-Nówka,21547
2016,11,701,Wojciech Mann,20496
2016,11,720,Trybunał Konstytucyjny,20219
2016,11,752,Aleksander Milwiw-Baron,19807
2016,11,802,Rafał Maserak,19027
2016,11,838,Choroby genetyczne,18512
2016,11,911,Kortez,17722
2016,11,964,Andrzej Banasiak,17236
2017,1,41,Linia kolejowa nr 250,87387
2017,1,51,Zdzisław Marchwicki,75793
2017,1,90,Sprawa zabójstwa Krzysztofa Olewnika,55731
2017,1,122,Rafał Wójcikowski,47637
2017,1,225,Lista skoczków narciarskich ze zwycięstwem w Pucharze Świata,36366
2017,1,256,"PM2,5",34417
2017,1,277,Reprezentacja Polski w skokach narciarskich,33177
2017,1,281,Dorota Szelągowska,32793
2017,1,290,Stan pomroczny jasny,32452
2017,1,335,Lista odcinków serialu Świat według Kiepskich,29388
2017,1,394,Maria Sadowska,27795
2017,1,427,Józef Kijowski,26721
2017,1,567,Trybunał Konstytucyjny,23688
2017,1,594,Pierwsza miłość,23217
2017,1,654,Kortez,22075
2017,1,752,Puchar Narodów w skokach narciarskich,20820
2017,1,817,Kabaret Moralnego Niepokoju,19905
2017,1,903,Małgorzata Rozenek-Majdan,18888
2017,1,959,Imieniny – styczeń,18292
2017,2,37,Dorota Szelągowska,75698
2017,2,104,Wojciech Łuszczykiewicz,46746
2017,2,244,Linia kolejowa nr 250,31460
2017,2,276,Zdzisław Marchwicki,29966
2017,2,297,Andrzej Banasiak,28093
2017,2,332,Alan Andersz,26922
2017,2,360,Maria Sadowska,26026
2017,2,369,Lista odcinków serialu Świat według Kiepskich,25778
2017,2,379,Małgorzata Rozenek-Majdan,25372
2017,2,388,Mars napada,25123
2017,2,444,Sprawiedliwi – Wydział Kryminalny,23876
2017,2,473,Ryszard Bogucki,23124
2017,2,521,Pierwsza miłość,22192
2017,2,568,Anna Dąbrowska,21480
2017,2,659,Tomasz Niecik,20023
2017,2,708,Natalia Niemen,19162
2017,2,748,Piotr Pytel,18736
2017,2,895,Klątwa (dramat),16956
2017,2,905,Borys Mańkowski,16863
2017,2,907,Imieniny – luty,16798
2017,2,938,"PM2,5",16392
2017,3,44,Adrianna Godlewska,78851
2017,3,79,Agata Młynarska,58651
2017,3,105,Jan Młynarski,52130
2017,3,136,Parostki,44651
2017,3,175,Zofia Nowakowska,40105
2017,3,192,Wojciech Łuszczykiewicz,38881
2017,3,246,Małgorzata Rozenek-Majdan,33613
2017,3,280,Alan Andersz,31562
2017,3,287,Paulina Chylewska,31171
2017,3,325,Łukasz Jakóbiak,29063
2017,3,354,Dorota Szelągowska,27950
2017,3,388,Lista odcinków serialu Świat według Kiepskich,26766
2017,3,412,Sprawiedliwi – Wydział Kryminalny,26128
2017,3,446,Tomasz Niecik,25281
2017,3,511,Puchar Narodów w skokach narciarskich,24064
2017,3,558,Tomasz Zimoch,22847
2017,3,582,Pierwsza miłość,22397
2017,3,606,Katarzyna Piasecka,21881
2017,3,683,Reprezentacja Polski w skokach narciarskich,20520
2017,3,693,Dzięcielina,20305
2017,3,754,Linia kolejowa nr 250,19526
2017,3,778,Imieniny – marzec,19234
2017,3,789,Anna Dąbrowska,19048
2017,3,821,Zdzisław Marchwicki,18743
2017,4,35,Saksoński bocian,77981
2017,4,54,Wacław Berczyński,60925
2017,4,99,Małgorzata Rozenek-Majdan,44590
2017,4,178,Zwierzęta objęte ścisłą ochroną gatunkową w Polsce (2014–2017),35397
2017,4,257,Dorota Szelągowska,30502
2017,4,378,Piotr Kędzierski,24718
2017,4,404,Wojciech Łuszczykiewicz,23852
2017,4,408,Lista odcinków serialu Świat według Kiepskich,23790
2017,4,449,Zdzisław Marchwicki,22906
2017,4,454,Zofia Nowakowska,22856
2017,4,490,Linia kolejowa nr 250,22178
2017,4,554,Tomasz Oświeciński,20903
2017,4,591,Sprawiedliwi – Wydział Kryminalny,20139
2017,4,648,Łabędź rostowski,19269
2017,4,659,Alan Andersz,19131
2017,4,767,Dni wolne od pracy w Polsce,17640
2017,4,784,Pierwsza miłość,17469
2017,4,948,Anna Dąbrowska,15720
2017,4,952,Kazimierz Nowaczyk,15704
2017,4,963,Tomasz Kammel,15614
2017,4,983,Polska czerwona księga zwierząt,15376
2017,5,106,Borys Mańkowski,45866
2017,5,117,Kamienie na szaniec,43929
2017,5,173,Robert Klatt,36011
2017,5,190,Zwierzęta objęte ścisłą ochroną gatunkową w Polsce (2014–2017),35021
2017,5,245,Dzwon ratowniczy,31343
2017,5,266,Artur Włodarski,30493
2017,5,316,Święta katolickie w Polsce,28321
2017,5,435,Małgorzata Rozenek-Majdan,24213
2017,5,468,Sprawiedliwi – Wydział Kryminalny,23328
2017,5,502,Łukasz Jurkowski,22538
2017,5,521,Linia kolejowa nr 250,22009
2017,5,558,Obcy,21327
2017,5,574,Lista odcinków serialu Świat według Kiepskich,21011
2017,5,611,Krzysztof Łapiński,20410
2017,5,673,Anna Dąbrowska,19549
2017,5,677,Dr Misio,19490
2017,5,695,Kortez,19284
2017,5,702,Dorota Szelągowska,19178
2017,5,709,Lista gatunków roślin objętych ścisłą ochroną w Polsce,19113
2017,5,712,Lech Morawski,19103
2017,5,724,Mitch & Mitch,18971
2017,5,729,Rezydent,18896
2017,5,789,Polska czerwona księga zwierząt,18121
2017,5,817,Zamach na Jana Pawła II,17811
2017,5,874,Classic,17115
2017,5,883,Pierwsza miłość,16968
2017,6,64,Małgorzata Rozenek-Majdan,48353
2017,6,105,Kazimierz Sowa,37024
2017,6,199,Strzelcy bramek dla reprezentacji Polski w piłce nożnej mężczyzn,27101
2017,6,212,Jacek Skiba,26192
2017,6,253,Osadnik Gajówka,24380
2017,6,269,Sprawiedliwi – Wydział Kryminalny,23991
2017,6,291,Linia kolejowa nr 250,22867
2017,6,533,Lista odcinków serialu Świat według Kiepskich,17457
2017,6,538,Komisja śledcza do zbadania prawidłowości i legalności działań organów i instytucji publicznych wobec podmiotów wchodzących w skład Grupy Amber Gold,17427
2017,6,565,Mejk,17155
2017,6,717,Lista Macierewicza,15228
2017,6,718,Milano (zespół muzyczny),15226
2017,6,834,Trzeci Oddech Kaczuchy,14156
2017,6,867,Imieniny – czerwiec,13961
2017,6,895,Sławomir Świerzyński,13717
2017,6,919,Piękni i Młodzi,13482
2017,6,942,Zdzisław Marchwicki,13353
2017,6,948,Dorota Szelągowska,13311
2017,7,63,Tadeusz Sznuk,47074
2017,7,147,Lech Morawski,32151
2017,7,166,Linia kolejowa nr 250,30633
2017,7,276,Marek Wysocki,24246
2017,7,281,Osadnik Gajówka,24028
2017,7,312,Piękni i Młodzi,22663
2017,7,324,Bohdan Zdziennicki,22136
2017,7,342,Lista odcinków serialu Świat według Kiepskich,21508
2017,7,406,Sebastian Riedel,19581
2017,7,474,Dorota Szelągowska,18300
2017,7,523,Pierwszy Prezes Sądu Najwyższego,17338
2017,7,534,Weto ustawodawcze,17137
2017,7,546,Bronisław Berman,17052
2017,7,551,Imieniny – lipiec,17030
2017,7,553,Imperatyw,17024
2017,7,554,Małgorzata Rozenek-Majdan,17018
2017,7,571,Andrzej Rosiewicz,16785
2017,7,647,Sprawiedliwi – Wydział Kryminalny,15610
2017,7,650,Projekt Lady,15562
2017,7,657,Trybunał Konstytucyjny,15466
2017,7,716,Święto Policji,14888
2017,7,834,Sejm Rzeczypospolitej Polskiej VIII kadencji,13846
2017,7,856,Ciekawy przypadek Benjamina Buttona,13650
2017,7,861,Jerzy Targalski,13588
2017,7,924,Wykaz ras psów agresywnych,13092
2017,7,968,Ewa Błachnio,12769
2017,8,12,Bruno Miecugow,88377
2017,8,70,Wanda Kwietniewska,42352
2017,8,89,Linia kolejowa nr 250,38401
2017,8,100,Projekt Lady,36544
2017,8,104,Małgorzata Rozenek-Majdan,36283
2017,8,126,Dorota Szelągowska,33691
2017,8,132,Oddział Zamknięty,32950
2017,8,320,Lista odcinków serialu Świat według Kiepskich,22837
2017,8,337,Osadnik Gajówka,22212
2017,8,379,Sprawiedliwi – Wydział Kryminalny,20595
2017,8,451,Kancelarya,18616
2017,8,458,Tomasz Sianecki,18393
2017,8,488,Maria Czubaszek,17929
2017,8,490,Nocny Kochanek,17916
2017,8,540,Zdzisław Marchwicki,17048
2017,8,562,Kamienie na szaniec,16754
2017,8,624,Tadeusz Sznuk,16044
2017,8,626,Joanna Przetakiewicz,16012
2017,8,807,De Mono,14121
2017,8,846,Tatiana Mindewicz-Puacz,13810
2017,8,871,Wykaz ras psów agresywnych,13635
2017,8,877,Gliniarze (serial telewizyjny),13587
2017,8,940,Wojciech Wencel,13128
2017,8,945,Ola Ciupa,13091
2017,9,40,Joanna Przetakiewicz,64992
2017,9,84,Michał Królikowski,47745
2017,9,85,Maria Sadowska,47643
2017,9,89,Linia kolejowa nr 250,47303
2017,9,150,Sprawiedliwi – Wydział Kryminalny,37111
2017,9,209,Jerzy Targalski,31933
2017,9,229,Gliniarze (serial telewizyjny),31008
2017,9,246,Małgorzata Rozenek-Majdan,30272
2017,9,299,Stanisław Karpiel-Bułecka,27375
2017,9,306,Gładysz,27223
2017,9,359,W rytmie serca (serial telewizyjny),25409
2017,9,417,Lista odcinków serialu Świat według Kiepskich,23150
2017,9,422,Aleksander Milwiw-Baron,23009
2017,9,455,Bruno Miecugow,22153
2017,9,564,Dorota Szelągowska,19700
2017,9,567,Mariusz Ostrowski,19620
2017,9,677,Jerzy Zięba,17798
2017,9,685,Ryszard Faron,17680
2017,9,746,Andrzej Młynarczyk,16943
2017,9,944,Iloczyn,15054
2017,9,966,Alfons Maćkowiak,14895
2017,9,973,Pierwsza miłość,14858
2017,10,18,Joanna Przetakiewicz,91560
2017,10,32,Jerzy Zięba,77046
2017,10,38,Linia kolejowa nr 250,72149
2017,10,93,Sosręb,48778
2017,10,121,Dzień Edukacji Narodowej,42964
2017,10,168,Tomasz Oświeciński,38011
2017,10,184,Maria Sadowska,36648
2017,10,212,Piotr Tymochowicz,34395
2017,10,221,Sprawiedliwi – Wydział Kryminalny,33460
2017,10,225,Strzelcy bramek dla reprezentacji Polski w piłce nożnej mężczyzn,33322
2017,10,324,Rezydent,27960
2017,10,344,Dorota Szelągowska,26882
2017,10,361,Rafał Wolski,26094
2017,10,469,Łukasz Jakóbiak,22864
2017,10,487,Lista odcinków serialu Świat według Kiepskich,22506
2017,10,495,Tadeusz Szymków,22373
2017,10,505,Andrzej Banasiak,22190
2017,10,562,Aleksander Milwiw-Baron,21362
2017,10,593,Jerzy Targalski,20845
2017,10,631,W rytmie serca (serial telewizyjny),20032
2017,10,666,Małgorzata Rozenek-Majdan,19377
2017,10,726,Stanisław Karpiel-Bułecka,18442
2017,10,785,Iloczyn,17767
2017,10,826,Kortez,17451
2017,10,831,Tomasz Kammel,17416
2017,10,854,Renata Sosin,17180
2017,10,884,Stopnie naukowe w Polsce,16910
2017,10,961,Historia reprezentacji Polski w piłce nożnej mężczyzn,16049
2017,10,980,Krainy geograficzne w Polsce,15923
2017,10,983,Zjednoczenie Niemiec,15906
2017,11,24,Areometr Richtera,88288
2017,11,25,Joanna Przetakiewicz,88027
2017,11,35,Kortez,75595
2017,11,78,Linia kolejowa nr 250,53605
2017,11,136,Maria Sadowska,41225
2017,11,275,Stanisław Karpiel-Bułecka,30530
2017,11,296,Sprawiedliwi – Wydział Kryminalny,29270
2017,11,350,Agnieszka Paszkowska,26985
2017,11,361,Sztufada,26488
2017,11,446,Aleksander Milwiw-Baron,24332
2017,11,495,Lista odcinków serialu Świat według Kiepskich,23239
2017,11,501,Zwierzęta objęte ścisłą ochroną gatunkową w Polsce (2014–2017),23110
2017,11,586,Andrzej Banasiak,21108
2017,11,631,Jerzy Nasierowski,20448
2017,11,666,Michał Zabłocki,19960
2017,11,782,Łukasz Jakóbiak,18534
2017,11,788,W rytmie serca (serial telewizyjny),18411
2017,11,789,Pierwsza miłość,18398
2017,11,887,Tomasz Kammel,17399
2018,1,58,"Lista Polaków, którzy zginęli w Himalajach i Karakorum",91115
2018,1,144,Dorota Szelągowska,53592
2018,1,191,Cudka,44476
2018,1,203,Marcin Kaczkan,42361
2018,1,204,Ryszard Pawłowski,42359
2018,1,210,Lista skoczków narciarskich ze zwycięstwem w Pucharze Świata,41803
2018,1,243,Aleksander Milwiw-Baron,38594
2018,1,278,Linia kolejowa nr 250,36387
2018,1,334,Małgorzata Rozenek-Majdan,32095
2018,1,379,Reprezentacja Polski w skokach narciarskich,29925
2018,1,444,Waldemar Goszcz,27981
2018,1,525,Niemierza Kazimierzowic,25535
2018,1,574,Jacek Berbeka,24311
2018,1,659,Kortez,22850
2018,1,691,Joanna Przetakiewicz,22295
2018,1,697,Lista odcinków serialu Świat według Kiepskich,22207
2018,1,844,Sprawiedliwi – Wydział Kryminalny,19914
2018,1,848,Krzysztof Berbeka,19875
2018,1,864,Klara Zach,19577
2018,1,900,Jerzy Zięba,19251
2018,1,946,Marek Klonowski,18729
2018,1,966,Honorata Witańska,18492
2018,1,968,Olivier Janiak,18445
2018,2,76,Agata Nizińska,63775
2018,2,139,"Lista Polaków, którzy zginęli w Himalajach i Karakorum",46520
2018,2,162,Emerytura olimpijska,43825
2018,2,189,Dorota Szelągowska,39612
2018,2,206,Barbara Winiarska,37752
2018,2,223,Marcin Kaczkan,36187
2018,2,253,Małgorzata Rozenek-Majdan,33944
2018,2,261,Polscy medaliści zimowych igrzysk olimpijskich,33683
2018,2,268,Joanna Przetakiewicz,32837
2018,2,289,Aleksander Milwiw-Baron,31308
2018,2,304,Grzegorz Kiełb,30431
2018,2,322,Ryszard Pawłowski,29405
2018,2,373,Igor Kwiatkowski,27197
2018,2,408,KęKę,25860
2018,2,412,Jarosław Botor,25818
2018,2,464,Paweł Tamborski,24400
2018,2,537,Tomasz Oświeciński,22785
2018,2,558,Linia kolejowa nr 250,22450
2018,2,603,Reprezentacja Polski w skokach narciarskich,21445
2018,2,617,Olivier Janiak,21139
2018,2,707,Botoks (serial telewizyjny),19671
2018,2,711,Lista odcinków serialu Świat według Kiepskich,19602
2018,2,771,Kortez,18697
2018,2,801,Sprawiedliwi – Wydział Kryminalny,18317
2018,2,818,TPS (raper),18117
2018,2,841,Jerzy Zięba,17839
2018,2,888,Pierwsza miłość,17408
2018,3,5,Chada,248321
2018,3,29,Lista skoczków narciarskich ze zwycięstwem w Pucharze Świata,85508
2018,3,45,Małgorzata Rozenek-Majdan,73283
2018,3,105,Jan Kliment (tancerz),50846
2018,3,106,Pitbull. Ostatni pies,50585
2018,3,126,Kolaudacja,47361
2018,3,144,Jarosław Kret,43221
2018,3,192,Krzysztof Gojdź,37209
2018,3,197,Zabójstwo małżeństwa Jaroszewiczów,37008
2018,3,213,Linia kolejowa nr 250,35365
2018,3,261,Joanna Przetakiewicz,32048
2018,3,283,Botoks (serial telewizyjny),30825
2018,3,350,Kali (raper),27889
2018,3,369,Andrzej Jaroszewicz,27471
2018,3,372,Monika Borys,27336
2018,3,431,Sprawiedliwi – Wydział Kryminalny,25376
2018,3,434,KęKę,25300
2018,3,547,Tomasz Oświeciński,22382
2018,3,610,Igor Kwiatkowski,21126
2018,3,621,Gliniarze (serial telewizyjny),20828
2018,3,630,Lista odcinków serialu Świat według Kiepskich,20705
2018,3,634,Anna Guzik,20602
2018,3,670,Tomasz Kammel,20164
2018,3,690,Estry fosforanowe,19881
2018,3,733,Piotr Janczerski,19452
2018,3,737,Dorota Szelągowska,19420
2018,3,741,Stanisław Karpiel-Bułecka,19341
2018,3,808,Katarzyna Montgomery,18435
2018,3,821,Jacek Kapica,18325
2018,3,883,Kortez,17568
2018,3,910,Pierwsza miłość,17351
2018,3,953,"Tamte dni, tamte noce",17023
2018,3,955,Rafał Maserak,17020
2018,3,980,Maciej Dowbor,16793
2018,4,15,Emil Stępień,97877
2018,4,171,"Soma 0,5 mg",33849
2018,4,172,Zwierzęta objęte ścisłą ochroną gatunkową w Polsce (2014–2017),33647
2018,4,181,Małgorzata Rozenek-Majdan,33055
2018,4,215,Ministerstwo Sprawiedliwości,30344
2018,4,231,KęKę,29911
2018,4,282,Dorota Szelągowska,27773
2018,4,283,Chada,27757
2018,4,319,Ewa Błachnio,26353
2018,4,320,Antoni Pszoniak,26274
2018,4,351,Linia kolejowa nr 250,24877
2018,4,508,Sprawiedliwi – Wydział Kryminalny,20709
2018,4,539,Nocny Kochanek,20104
2018,4,546,Kali (raper),19983
2018,4,740,Lista odcinków serialu Świat według Kiepskich,17184
2018,4,756,Kortez,17036
2018,4,816,Mandatariusz,16344
2018,4,829,Krzysztof Gojdź,16203
2018,4,838,Andrzej Rosiewicz,16129
