year,month,rank,title,views
2022,4,561,Katarzyna Sienkiewicz (wokalistka),20939
2022,4,577,Maciej Radel,20690
2022,4,599,Pogodno (zespół muzyczny),20274
2022,4,732,Wojciech Korda,18037
2022,4,863,Dorota Szelągowska,16522
2022,4,925,Paulina Smaszcz,15897
2022,4,937,Lista najstarszych ludzi w Polsce,15808
2022,4,938,Numery kierunkowe w Polsce,15790
2022,4,940,Hotel Paradise,15764
2022,4,978,Ekipa Friza,15370
2022,4,980,Ariadna Gierek-Łapińska,15354
2022,4,987,Stanisława Gierek-Ciaciura,15291
2022,5,27,Fame MMA,87375
2022,5,110,Waldemar Paruch,41268
2022,5,152,Jacek Szymkiewicz,35574
2022,5,182,Mask Singer,32859
2022,5,202,Róże Europy,31112
2022,5,215,Katarzyna Sienkiewicz (wokalistka),30124
2022,5,280,Dorota Szelągowska,26363
2022,5,321,Elżbieta Tarkowska,24516
2022,5,349,Marek Goliszewski,23259
2022,5,465,Jacek Sienkiewicz (wokalista),19924
2022,5,500,Lista odcinków programu Twoja twarz brzmi znajomo,19373
2022,5,586,Jerzy Zass,17610
2022,5,637,Josef Bratan,16798
2022,5,670,Krystyna Giżowska,16331
2022,5,677,Inflacja w Polsce,16274
2022,5,726,Radzimir Dębski,15567
2022,5,767,Wiktor Bater,15229
2022,5,832,Hotel Paradise,14675
2022,5,893,Xayoo,14031
2022,6,11,Tadeusz Gołębiewski (przedsiębiorca),100551
2022,6,64,Ryszard Forbrich,41802
2022,6,151,Fame MMA,30326
2022,6,182,Andrzej Rosiewicz,27606
2022,6,309,Ryszard Bogucki,20966
2022,6,445,Borys Mańkowski,17701
2022,6,536,Katarzyna Sienkiewicz (wokalistka),15896
2022,6,540,Edward Miszczak,15849
2022,6,577,Inflacja w Polsce,15315
2022,6,643,Przemysław Frankowski (dziennikarz),14460
2022,6,652,Josef Bratan,14254
2022,6,691,Marian Ziółkowski,13915
2022,6,771,Lista odcinków serialu Świat według Kiepskich,13203
2022,6,845,Liga Narodów w Piłce Siatkowej Mężczyzn 2022 (składy),12647
2022,6,910,Nina Terentiew,12178
2022,6,943,Renata Zarębska,11939
2022,6,944,Andrzej Zieliński (wokalista),11927
2022,6,945,Maciej Kurzajewski,11906
2022,6,965,Stanisław Karpiel-Bułecka,11765
2022,7,19,Mateusz Hołda,64675
2022,7,37,Fame MMA,49635
2022,7,106,Marlena Milwiw,34233
2022,7,175,Krystyna Królówna,27147
2022,7,335,Katarzyna Sienkiewicz (wokalistka),19379
2022,7,337,Inflacja w Polsce,19344
2022,7,339,Marcin Wrzosek,19300
2022,7,403,Ekipa Friza,17980
2022,7,470,Grzegorz Szulakowski,16638
2022,7,527,Marcin Matczak,15607
2022,7,530,Renata Kim,15585
2022,7,552,Agnieszka Fatyga,15328
2022,7,602,Jacek Sienkiewicz (wokalista),14874
2022,7,647,Jan Targosz,14363
2022,7,650,Aleksander Milwiw-Baron,14335
2022,7,743,Chada,13392
2022,7,763,Liga Narodów w Piłce Siatkowej Mężczyzn 2022 (składy),13227
2022,7,788,Tadeusz Gołębiewski (przedsiębiorca),12918
2022,7,824,Lista odcinków serialu Świat według Kiepskich,12579
2022,7,925,Małgorzata Rozenek-Majdan,11859
2022,8,29,Fame MMA,73426
2022,8,72,Roman Żurek,43027
2022,8,80,Neo-Nówka,41507
2022,8,99,Tamara Gonzalez Perea,37032
2022,8,147,Radosław Bielecki,30304
2022,8,149,Michał Gawliński,30091
2022,8,169,Piotr Szkudelski,28641
2022,8,183,Przemysław Daca,27466
2022,8,189,Lista najstarszych ludzi w Polsce,26692
2022,8,209,Katarzyna Sienkiewicz (wokalistka),25992
2022,8,229,Elewator Ewa,25075
2022,8,248,Przyducha,24203
2022,8,310,Andrzej Rosiewicz,21815
2022,8,341,Jacek Sienkiewicz (wokalista),21035
2022,8,418,Oddział Zamknięty,18922
2022,8,428,Marcin Wrzosek,18734
2022,8,452,Joanna Przetakiewicz,18283
2022,8,473,Złotopolscy,17846
2022,8,486,Agnieszka Woźniak-Starak,17661
2022,8,551,Ekipa Friza,16478
2022,8,554,Małgorzata Rozenek-Majdan,16447
2022,8,636,Państwowe Gospodarstwo Wodne Wody Polskie,15535
2022,8,651,Agnieszka Fatyga,15338
2022,8,742,Lista odcinków serialu Świat według Kiepskich,14413
2022,8,759,Ambasada RP w Panamie,14285
2022,8,822,Dominika Gawęda,13692
2022,8,855,Sprawiedliwi – Wydział Kryminalny,13355
2022,8,866,Sarius,13275
2022,8,942,Robert Motyka,12585
2022,8,959,Piotr Woźniak-Starak,12446
2022,8,965,Nocny Kochanek,12397
2022,8,976,Wrocław: Libacja na skwerku,12316
2022,10,13,Maciej Kurzajewski,149422
2022,10,31,Paulina Smaszcz,94299
2022,10,91,Dzień Edukacji Narodowej,46172
2022,10,196,Joanna Tyrowicz,33256
2022,10,247,Fame MMA,29245
2022,10,297,Kolarstwo klasyczne,26596
2022,10,352,Katarzyna Polewany,24505
2022,10,359,Ilona Krawczyńska,24172
2022,10,373,Jarosława Różańska,23724
2022,10,390,Małgorzata Rozenek-Majdan,23298
2022,10,426,Hell’s Kitchen. Piekielna kuchnia,22306
2022,10,443,Lista odcinków programu Twoja twarz brzmi znajomo,21888
2022,10,454,KORWiN,21458
2022,10,521,Wojciech Mann,19992
2022,10,576,Marcin Hakiel,18896
2022,10,628,Agnieszka Fatyga,18275
2022,10,711,Joanna Przetakiewicz,17353
2022,10,775,Inflacja w Polsce,16409
2022,10,843,Ewa Błachnio,15584
2022,10,850,Lista odcinków serialu Świat według Kiepskich,15524
2022,10,945,Maciej Witucki,14697
2022,10,960,Osadnik Gajówka,14585
2022,10,983,Stopnie naukowe w Polsce,14329
2023,1,71,Chada,58228
2023,1,90,Dom pod Dwoma Orłami,49768
2023,1,91,Marek Gaszyński,49695
2023,1,95,Alicja Węgorzewska-Whiskerd,49386
2023,1,153,Fame MMA,38913
2023,1,187,Edward Miszczak,35607
2023,1,210,Justyna Sieńczyłło,33332
2023,1,468,Kolarstwo klasyczne,22475
2023,1,497,Bogusław Grabowski,21700
2023,1,540,Nina Terentiew,20850
2023,1,607,Mateusz Matyszkowicz,19615
2023,1,614,Sonia Mietielica,19451
2023,1,656,Andrzej Rosiewicz,18890
2023,1,680,Maciej Kurzajewski,18553
2023,1,755,VeloBank,17519
2023,1,772,Reprezentacja Polski w skokach narciarskich,17332
2023,1,809,Lil Masti,16961
2023,1,818,Jarosław Sokołowski (gangster),16836
2023,1,835,Dorota Szelągowska,16647
2023,1,922,Universe (zespół muzyczny),15859
2023,1,931,Michał Pasternak,15804
2023,1,992,Lista odcinków serialu Świat według Kiepskich,15276
2023,2,45,Fame MMA,56893
2023,2,124,Alicja Węgorzewska-Whiskerd,36589
2023,2,277,Rafał Baniak,25502
2023,2,284,Dom pod Dwoma Orłami,25239
2023,2,335,Nicole Sochacki-Wójcicka,23516
2023,2,586,Friz,17307
2023,2,608,Jan Dąbrowski (bloger),17070
2023,2,684,Marcin Wrzosek,16029
2023,2,770,High League,15195
2023,2,810,Mateusz Matyszkowicz,14857
2023,2,812,Joanna Przetakiewicz,14846
2023,2,889,Tadeusz Sznuk,14188
2023,2,897,Lista najstarszych ludzi w Polsce,14102
2023,2,902,Edward Miszczak,14046
2023,2,909,Maciej Kurzajewski,14027
2023,2,927,Jerzy Nasierowski,13928
2023,2,963,Lista odcinków serialu Świat według Kiepskich,13695
2023,2,970,Ministrowie Skarbu Państwa (Polska),13647
2023,3,46,Solaris (polski zespół muzyczny),64835
2023,3,64,Jolanta Lange,53156
2023,3,143,Jerzy Kalibabka,37105
2023,3,194,Puszcza Karpacka,32329
2023,3,203,High League,31519
2023,3,214,Dominik Kuta,30654
2023,3,266,Sonia Mietielica,27381
2023,3,277,Malwina Wędzikowska,27007
2023,3,371,Lista odcinków programu Twoja twarz brzmi znajomo,23503
2023,3,379,Fame MMA,23283
2023,3,410,Aleksander Milwiw-Baron,22474
2023,3,442,Love Island. Wyspa miłości,21583
2023,3,443,Marcin Gutowski,21574
2023,3,465,Tadeusz Sznuk,20977
2023,3,480,Dorota Szelągowska,20672
2023,3,544,Hell’s Kitchen. Piekielna kuchnia,19513
2023,3,566,Wojciech Mann,19077
2023,3,612,Jan Śpiewak (działacz społeczny),18407
2023,3,622,Eryk Kulm (muzyk),18284
2023,3,625,Maciej Rock,18263
2023,3,686,Tomasz Terlikowski,17569
2023,3,724,Dt,17085
2023,3,739,Chada,16882
2023,3,786,Arcybractwo Męki Pańskiej,16461
2023,3,813,Katarzyna Butowtt,16099
2023,3,821,Joanna Przetakiewicz,15996
2023,3,878,Adam Sandauer,15410
2023,3,912,Mateusz Matyszkowicz,15131
2023,3,955,Lista odcinków serialu Świat według Kiepskich,14755
2023,3,992,Friz,14486
2023,4,101,Michał Wójcik (komik),38099
2023,4,165,Wojciech Mann,31311
2023,4,168,Odznaczeni Orderem Orła Białego (III Rzeczpospolita),31001
2023,4,205,Michał Pasternak,28454
2023,4,293,Fame MMA,23717
2023,4,385,Jerzy Kalibabka,21187
2023,4,498,Bogdan Łyszkiewicz,18466
2023,4,501,Lista odcinków programu Twoja twarz brzmi znajomo,18417
2023,4,533,Tadeusz Sznuk,17757
2023,4,589,Strzelanina w Magdalence,16799
2023,4,596,Jan Śpiewak (działacz społeczny),16699
2023,4,660,Hell’s Kitchen. Piekielna kuchnia,15999
2023,4,720,Aleksander Milwiw-Baron,15449
2023,4,826,Tomasz Gromadzki,14510
2023,4,834,Rafał Baniak,14431
2023,4,890,Oscylator ekonomiczny,13942
2023,4,963,Ninja Warrior Polska,13339
2023,5,89,Chada,49629
2023,5,127,Fame MMA,42078
2023,5,133,Edward Miszczak,41048
2023,5,159,Michał Pasternak,38356
2023,5,255,Total Casino,29007
2023,5,415,Robert Motyka,22620
2023,5,428,Jerzy Kalibabka,22350
2023,5,437,Wincenty Grabarczyk,21999
2023,5,488,Nina Terentiew,20560
2023,5,559,High League,19056
2023,5,573,Paweł Siennicki,18837
2023,5,601,Tadeusz Sznuk,18274
2023,5,673,Tomasz Gromadzki,17295
2023,5,674,Piotr Jacoń,17287
2023,5,714,Jacek Janczarski,16708
2023,5,825,Krzysztof Daukszewicz,15595
2023,5,880,Ryszard Majdzik,15136
2023,6,99,Universe (zespół muzyczny),40724
2023,6,165,Total Casino,30993
2023,6,173,Sławek Uniatowski,30459
2023,6,176,Krzysztof Jaryczewski,30193
2023,6,180,Jakub Ulewicz,30088
2023,6,187,Wojciech Walerian Suchodolski,29489
2023,6,189,Andrzej Rosiewicz,29207
2023,6,240,Wanda Kwietniewska,25740
2023,6,242,Dawid Dulski,25581
2023,6,330,Jolanta Borusiewicz,21972
2023,6,364,Małgorzata Rozenek-Majdan,20877
2023,6,388,Fame MMA,20235
2023,6,402,Oddział Zamknięty,19997
2023,6,461,Lista i wyniki gal Konfrontacji Sztuk Walki,18737
2023,6,488,Łukasz Jurkowski,18046
2023,6,490,Rostów,17977
2023,6,516,Izabella Łukomska-Pyżalska,17580
2023,6,529,Aleksandra Kwaśniewska,17416
2023,6,540,Monika Osińska,17168
2023,6,569,Piotr Jacoń,16751
2023,6,582,Hotel Paradise,16489
2023,6,583,Anna Popek,16488
2023,6,679,High League,15306
2023,6,785,Marta Cugier,14233
2023,6,821,Józef Wancer,13963
2023,6,849,Mieczysław Mentzen,13774
2023,6,858,Andrzej Dąbrowski (piosenkarz),13699
2023,6,864,Finaliści tenisowych turniejów wielkoszlemowych,13656
2023,6,880,Krzysztof Daukszewicz,13547
2023,6,920,Boże Ciało,13179
2023,6,984,Agata Konarska,12726
2023,6,989,Adam Borowski,12695
2023,7,45,Miriam Aleksandrowicz,57703
2023,7,59,Mirosław Stasiak,51219
2023,7,112,Tęczowy Music Box,39947
2023,7,141,Puchar Świata kobiet w skokach narciarskich 2022/2023,35999
2023,7,151,Fame MMA,34583
2023,7,217,Michał Pasternak,28971
2023,7,241,Liliana Urbańska,26981
2023,7,271,Trzonolinowiec we Wrocławiu,25589
2023,7,348,Josef Bratan,22126
2023,7,511,Total Casino,18209
2023,7,579,Hotel Paradise,16997
2023,7,623,Jacek Czyż,16335
2023,7,660,Tadeusz Sznuk,15767
2023,7,675,Lista najstarszych ludzi w Polsce,15589
2023,7,860,Stanisław Karpiel-Bułecka,13785
2023,7,867,Mieczysław Mentzen,13717
2023,7,884,Anna Popek,13603
2023,7,911,Trzonolinowiec,13450
2023,7,954,Kasjusz Życiński,13166
2023,8,85,Katarzyna Sienkiewicz (wokalistka),45129
2023,8,89,Symetryzm,44039
2023,8,119,Okręgi wyborcze do Sejmu Rzeczypospolitej Polskiej,37639
2023,8,125,Jacek Sienkiewicz (wokalista),36748
2023,8,314,Fame MMA,24093
2023,8,334,Radio-Stop,23421
2023,8,338,Joanna Jakubas,23367
2023,8,340,Robert Rozmus,23302
2023,8,369,Katarzyna Bosacka,22083
2023,8,472,Skolim,19769
2023,8,475,Jan Greber,19709
2023,8,618,Wrocław: Libacja na skwerku,17378
2023,8,634,Referendum ogólnokrajowe,17180
2023,8,643,Hotel Paradise,17059
